TimeStamp,,Kyowa PG 500 KUM _Load in bar_(bar),Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom,Load in kN
38:41.0,11.87,-104.511017,20.695576,21.575686,15.160632,8.998009,-2.144424,-1.129672,0.472892,-1.169074,3.103373,3.671463,40.00538976
38:42.0,11.88,-104.500427,20.693933,21.549414,15.168842,8.998009,-2.144424,-1.103401,0.482744,-1.2249,2.909617,3.77655,40.0019872
38:43.0,11.90,-104.4991,20.695576,21.590464,15.27229,9.006218,-2.144424,-1.103401,0.47946,-1.188777,3.090237,3.602499,40.00156083
38:44.0,11.92,-104.48983,20.690649,21.558443,15.23945,8.958601,-2.134572,-1.101759,0.500806,-1.211764,2.965445,3.773266,39.99858238
38:45.0,11.93,-104.478355,20.692291,21.582253,15.252585,9.043984,-2.128004,-1.090265,0.492596,-1.208481,3.034409,3.742068,39.99489546
38:46.0,11.95,-104.474823,20.690649,21.572401,15.144212,8.991441,-2.173979,-1.109969,0.505732,-1.188777,3.017989,3.658327,39.99376063
38:47.0,11.97,-104.468201,20.692291,21.575686,15.174589,8.993083,-2.118152,-1.090265,0.509016,-1.182209,3.027841,3.707586,39.99163298
38:48.0,11.98,-104.451424,20.693933,21.575686,15.170485,9.001292,-2.14114,-0.958908,0.515584,-1.188777,3.044261,3.733858,39.98624253
38:49.0,12.00,-104.456505,20.707069,21.577328,15.162274,8.986515,-2.12472,-1.067278,0.551707,-1.185493,3.047545,3.76013,39.98787506
38:50.0,12.02,-104.448555,20.705427,21.57897,15.162274,8.986515,-2.134572,-1.083697,0.541855,-1.185493,3.050829,3.773266,39.98532072
38:51.0,12.03,-104.433769,20.707069,21.580612,15.15078,8.984873,-2.147708,-1.063994,0.548423,-1.323418,3.080385,3.763414,39.98056998
38:52.0,12.05,-104.42141,20.715279,21.577328,15.162274,8.984873,-2.144424,-1.063994,0.558275,-1.16579,3.103373,3.786401,39.97659903
38:53.0,12.07,-104.421188,20.72349,21.614273,15.153243,8.981588,-2.147708,-1.083697,0.548423,-1.256097,3.027841,3.77655,39.9765277
38:54.0,12.08,-104.403526,20.689007,21.551054,15.098235,8.993083,-2.14114,-1.063994,0.541855,-1.172358,2.995001,3.911192,39.9708529
38:55.0,12.10,-104.39492,20.710354,21.6036,15.154064,8.986515,-2.147708,-1.050858,0.545139,-1.169074,3.080385,3.76013,39.9680878
38:56.0,12.12,-104.392052,20.705427,21.572401,15.237807,8.973379,-2.137856,-1.073846,0.551707,-1.188777,3.106657,3.8685,39.96716631
38:57.0,12.13,-104.382118,20.707069,21.598673,15.07853,8.992262,-2.147708,-1.063994,0.558275,-1.192061,3.103373,3.807747,39.96397451
38:58.0,12.15,-104.381897,20.707069,21.598673,15.1672,9.00786,-2.1083,-1.031155,0.558275,-1.195345,3.113225,3.773266,39.96390351
38:59.0,12.17,-104.36998,20.713636,21.597031,15.103161,8.993083,-2.219954,-0.981896,0.561559,-1.215048,3.113225,3.806105,39.96007457
39:00.0,12.19,-104.358727,20.711996,21.600315,15.168842,8.983231,-2.029485,-1.001599,0.571411,-1.09026,3.093521,3.812673,39.95645899
39:01.0,12.20,-104.349014,20.711996,21.600315,15.163916,8.979947,-2.088596,-0.93592,0.551707,-1.080408,3.109941,3.792969,39.9533382
39:02.0,12.22,-104.349678,20.705427,21.605242,15.170485,8.986515,-2.062325,-1.041006,0.617387,-1.063988,3.109941,3.825809,39.95355154
39:03.0,12.24,-104.337318,20.734983,21.598673,15.147496,8.984873,-2.068893,-1.055784,0.668288,-1.155938,3.126361,3.829093,39.94958027
39:04.0,12.25,-104.323631,20.708712,21.608526,15.203325,8.988156,-2.065609,-1.057426,0.594399,-0.952335,3.141139,3.815957,39.94518264
39:05.0,12.27,-104.320099,20.705427,21.62002,15.140927,8.984873,-2.068893,-1.018019,0.614103,-1.182209,3.139497,3.825809,39.94404781
39:06.0,12.29,-104.313919,20.716921,21.621662,15.198399,8.986515,-2.065609,-1.031155,0.604251,-1.054137,3.188757,3.819241,39.94206217
39:07.1,12.30,-104.306854,20.718563,21.587179,15.177052,8.984873,-2.065609,-1.011451,0.617387,-1.09026,3.047545,3.878352,39.93979219
39:08.1,12.32,-104.299797,20.715279,21.624947,15.339614,8.991441,-2.065609,-1.021303,0.617387,-1.067272,3.146065,3.88492,39.93752478
39:09.1,12.34,-104.28611,20.713636,21.618378,15.170485,8.970095,-2.065609,-1.008167,0.627239,-1.080408,3.149349,3.815957,39.93312714
39:10.1,12.35,-104.27684,20.711996,21.623304,15.274754,9.03249,-2.049189,-1.014735,0.623955,-1.067272,3.172337,3.889846,39.93014869
39:11.1,12.37,-104.26889,20.710354,21.615093,15.172126,8.989799,-2.075461,-1.011451,0.637091,-1.07384,3.162485,3.835661,39.92759436
39:12.1,12.39,-104.25631,20.715279,21.618378,15.177052,8.993083,-2.072177,-0.955624,0.637091,-1.063988,3.155917,3.898056,39.9235524
