TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),LVDT12 - 50mm_Stud1_Axial_(mm),LVDT12 - 50mm_Stud2_Axial_(mm),LVDT12 - 50mm_Stud3_Axial_(mm),LVDT12 - 50mm_Stud4_Axial_(mm),LVDT Type 100mm_Stud2_Top_(mm),LVDT Type 100mm_Stud2_Mid_(mm),LVDT Type 100mm_Stud2_Bottom_(mm),LVDT Type 100mm_Stud3_Top_(mm),LVDT Type 100mm_Stud3_Mid_(mm),LVDT Type 100mm_Stud3_Bottom_(mm)
12:47:03.598 PM 13/03/2018,-196.302612,11.529987,12.089871,12.165347,12.751603,-3.783060,3.132947,0.315265,-4.328185,4.170705,1.490931
12:47:04.606 PM 13/03/2018,-196.662384,11.541481,12.119428,12.178483,12.768845,-3.822467,3.159219,0.315265,-4.370875,4.279078,1.513919
12:47:05.608 PM 13/03/2018,-197.555405,11.561185,12.155551,12.218712,12.795938,-3.865158,3.238036,0.311981,-4.420134,4.367747,1.536907
12:47:06.609 PM 13/03/2018,-197.322098,11.575963,12.222873,12.231027,12.815641,-3.932478,3.303716,0.311981,-4.482528,4.433427,1.543475
12:47:07.610 PM 13/03/2018,-197.510376,11.587457,12.254071,12.243341,12.827135,-3.970243,3.320136,0.311981,-4.528503,4.462984,1.550043
12:47:08.612 PM 13/03/2018,-198.410889,11.603877,12.283627,12.262224,12.845198,-4.012933,3.359544,0.311981,-4.577761,4.512244,1.556611
12:47:09.613 PM 13/03/2018,-198.653687,11.620297,12.324677,12.280286,12.874753,-4.049056,3.398952,0.311981,-4.628662,4.564788,1.579599
12:47:10.615 PM 13/03/2018,-199.028900,11.626865,12.358337,12.313126,12.899384,-4.111450,3.441645,0.313623,-4.694340,4.627185,1.582883
12:47:11.616 PM 13/03/2018,-199.363510,11.635076,12.369831,12.332829,12.910877,-4.131154,3.458065,0.311981,-4.730463,4.650173,1.592735
12:47:12.617 PM 13/03/2018,-199.762115,11.648211,12.406776,12.350891,12.927298,-4.163993,3.471201,0.311981,-4.768228,4.692865,1.602587
12:47:13.618 PM 13/03/2018,-200.217682,11.672841,12.449469,12.367311,12.953569,-4.216535,3.513893,0.311981,-4.837189,4.781534,1.609155
12:47:14.626 PM 13/03/2018,-200.716049,11.684335,12.467530,12.393583,12.971631,-4.255942,3.546733,0.311981,-4.896299,4.820943,1.612439
12:47:15.628 PM 13/03/2018,-200.915359,11.705681,12.500370,12.418213,12.996261,-4.272362,3.599278,0.311981,-4.942274,4.886623,1.619007
12:47:16.636 PM 13/03/2018,-201.491653,11.722101,12.526642,12.441200,13.022533,-4.305201,3.635402,0.311981,-4.991533,4.958872,1.638711
12:47:17.637 PM 13/03/2018,-202.220673,11.738521,12.561124,12.474040,13.052089,-4.357743,3.697798,0.311981,-5.067062,5.040973,1.664983
12:47:18.639 PM 13/03/2018,-203.399292,11.773003,12.615310,12.506880,13.086571,-4.403718,3.760195,0.315265,-5.122889,5.116506,1.684687
12:47:19.639 PM 13/03/2018,-204.005386,11.789423,12.649792,12.526584,13.107917,-4.449692,3.779899,0.315265,-5.198418,5.155914,1.691255
12:47:20.641 PM 13/03/2018,-204.380600,11.804201,12.674421,12.559423,13.139114,-4.492383,3.825875,0.313623,-5.283800,5.224878,1.701107
12:47:21.643 PM 13/03/2018,-204.567764,11.810769,12.687557,12.572559,13.150609,-4.528506,3.855431,0.315265,-5.333058,5.274139,1.720811
12:47:22.646 PM 13/03/2018,-205.160614,11.833756,12.741743,12.608684,13.186732,-4.567913,3.924396,0.315265,-5.392168,5.362808,1.737231
12:47:23.648 PM 13/03/2018,-205.270309,11.851819,12.766374,12.636597,13.216289,-4.604036,3.953952,0.315265,-5.444711,5.402216,1.747083
12:47:24.650 PM 13/03/2018,-206.012802,11.863313,12.795929,12.656301,13.240919,-4.623739,3.980224,0.315265,-5.500537,5.441625,1.753651
12:47:25.652 PM 13/03/2018,-206.662140,11.874806,12.818917,12.680930,13.265549,-4.663146,4.006496,0.315265,-5.546512,5.487601,1.760219
12:47:26.653 PM 13/03/2018,-207.252991,11.892869,12.864893,12.705561,13.296746,-4.695985,4.055757,0.315265,-5.615473,5.556566,1.786491
12:47:27.653 PM 13/03/2018,-207.002045,11.899437,12.873103,12.725265,13.316451,-4.725540,4.085313,0.311981,-5.651596,5.618962,1.806195
12:47:28.654 PM 13/03/2018,-207.882477,11.919141,12.912511,12.743326,13.339438,-4.755095,4.141141,0.315265,-5.707422,5.664939,1.822615
12:47:29.656 PM 13/03/2018,-208.708176,11.943770,12.955203,12.781092,13.377205,-4.784650,4.183833,0.315265,-5.773100,5.743755,1.842319
12:47:30.657 PM 13/03/2018,-208.792938,11.963475,12.995432,12.805721,13.405119,-4.815847,4.269218,0.315265,-5.832211,5.832425,1.875159
12:47:31.658 PM 13/03/2018,-209.709122,11.988105,13.027451,12.825425,13.433033,-4.847044,4.315194,0.315265,-5.881469,5.894821,1.885010
12:47:32.660 PM 13/03/2018,-210.309921,12.014377,13.081636,12.868117,13.475724,-4.919290,4.387443,0.315265,-5.979986,5.986774,1.901430
12:47:33.661 PM 13/03/2018,-210.785782,12.024229,13.129254,12.894389,13.506923,-4.961981,4.446555,0.315265,-6.035812,6.068875,1.937554
12:47:34.662 PM 13/03/2018,-210.785782,12.030797,13.160452,12.905883,13.523342,-4.991536,4.505667,0.318549,-6.071935,6.108284,1.953974
12:47:35.662 PM 13/03/2018,-210.883774,12.043933,13.173588,12.925587,13.551256,-5.011240,4.548360,0.318549,-6.111342,6.147692,1.963826
12:47:36.664 PM 13/03/2018,-211.311310,12.063637,13.201502,12.948574,13.585738,-5.053930,4.571348,0.315265,-6.172094,6.223225,1.983530
12:47:37.665 PM 13/03/2018,-212.204758,12.088266,13.254046,12.978130,13.639924,-5.116324,4.696141,0.315265,-6.262401,6.298758,2.029506
12:47:38.667 PM 13/03/2018,-212.152237,12.106329,13.288528,13.009328,13.684258,-5.155731,4.817649,0.325117,-6.328079,6.413699,2.072198
12:47:39.669 PM 13/03/2018,-212.842636,12.084983,13.269645,13.049557,13.779494,-5.362617,4.983493,0.643666,-6.536606,6.627161,2.444932
12:47:40.676 PM 13/03/2018,-181.891846,12.019302,13.181798,13.075007,15.580772,-6.196727,5.793005,1.970408,-8.249158,9.533538,5.855367
12:47:41.677 PM 13/03/2018,-180.571304,12.025870,13.175230,13.076650,15.631674,-6.193444,5.786437,1.967124,-8.249158,9.566379,5.888206
12:47:42.678 PM 13/03/2018,-181.895599,12.020945,13.189187,13.076650,15.657947,-6.200011,5.789721,1.967124,-8.262294,9.576231,5.932541
12:47:43.680 PM 13/03/2018,-181.486618,12.025870,13.188366,13.076650,15.676008,-6.193444,5.786437,1.967124,-8.275429,9.638628,5.976875
12:47:44.681 PM 13/03/2018,-182.237045,12.024229,13.176872,13.076650,15.749899,-6.190160,5.786437,1.967124,-8.291848,9.664900,6.009715
12:47:45.688 PM 13/03/2018,-182.501678,11.955265,13.042229,13.058587,15.845135,-6.071939,5.770017,1.950704,-8.229455,9.733865,6.104951
12:47:46.690 PM 13/03/2018,-104.645653,8.981613,9.372379,9.699092,25.785961,-2.811024,1.944134,0.853843,-5.159011,6.978553,5.960455
12:47:47.692 PM 13/03/2018,-45.317852,8.983255,9.342824,9.699092,25.785961,-2.811024,1.944134,0.850559,-5.155727,6.978553,5.963739
12:47:48.694 PM 13/03/2018,-45.353390,8.983255,9.351854,9.699092,25.785961,-2.814308,1.940850,0.850559,-5.152443,6.978553,5.967023
12:47:49.696 PM 13/03/2018,-45.388924,8.983255,9.355960,9.700734,25.785961,-2.824160,1.940850,0.850559,-5.155727,6.981837,5.963739
12:47:50.698 PM 13/03/2018,-45.396648,8.983255,9.357602,9.700734,25.785961,-2.820876,1.940850,0.850559,-5.149160,6.981837,5.967023
12:47:51.705 PM 13/03/2018,-45.401947,8.985719,9.355960,9.699092,25.785961,-2.811024,1.940850,0.852201,-5.155727,6.988405,5.963739
12:47:52.706 PM 13/03/2018,-45.352283,8.983255,9.360886,9.699092,25.785961,-2.814308,1.940850,0.850559,-5.155727,6.994973,5.963739
12:47:53.707 PM 13/03/2018,-45.337276,8.981613,9.349392,9.699092,25.785961,-2.829086,1.940850,0.853843,-5.149160,6.994973,5.963739
12:47:54.709 PM 13/03/2018,-45.337276,8.981613,9.357602,9.700734,25.785961,-2.824160,1.940850,0.850559,-5.149160,7.001541,5.967023
12:47:55.717 PM 13/03/2018,-45.472797,8.981613,9.359243,9.700734,25.785961,-2.811024,1.937566,0.847275,-5.152443,7.008109,5.967023
12:47:56.719 PM 13/03/2018,-45.631710,8.983255,9.354318,9.700734,25.785961,-2.801173,1.940850,0.843991,-5.152443,7.014678,5.970307
12:47:57.728 PM 13/03/2018,-45.785770,8.979972,9.365811,9.699092,25.785961,-2.824160,1.940850,0.834139,-5.159011,7.027813,5.967023
12:47:58.735 PM 13/03/2018,-45.796146,8.981613,9.355960,9.699092,25.785961,-2.809383,1.944134,0.827571,-5.149160,7.027813,5.970307
12:47:59.736 PM 13/03/2018,-45.844261,8.975045,9.339540,9.699092,25.785961,-2.814308,1.940850,0.821003,-5.162295,7.031097,5.970307
12:48:00.744 PM 13/03/2018,-45.885094,8.979972,9.356781,9.699092,25.785961,-2.811024,1.940850,0.821003,-5.167221,7.034381,5.970307
12:48:01.746 PM 13/03/2018,-46.775242,8.983255,9.351034,9.700734,25.785961,-2.817592,1.940850,0.821003,-5.165579,7.034381,5.970307
12:48:02.748 PM 13/03/2018,-47.198574,8.983255,9.349392,9.700734,25.785961,-2.817592,1.944134,0.821003,-5.152443,7.034381,5.973591
12:48:03.750 PM 13/03/2018,-47.280018,8.973404,9.349392,9.699092,25.785961,-2.804457,1.940850,0.821003,-5.159011,7.034381,5.970307
12:48:04.751 PM 13/03/2018,-47.427456,8.981613,9.351034,9.699092,25.785961,-2.814308,1.940850,0.821003,-5.159011,7.034381,5.973591
12:48:05.759 PM 13/03/2018,-47.591888,8.978330,9.359243,9.699092,25.785961,-2.817592,1.940850,0.821003,-5.168863,7.034381,5.976875
12:48:06.761 PM 13/03/2018,-47.660534,8.981613,9.359243,9.700734,25.785961,-2.811024,1.940850,0.821003,-5.168863,7.034381,5.973591
12:48:07.763 PM 13/03/2018,-47.807087,8.986540,9.360886,9.699092,25.785961,-2.811024,1.944134,0.821003,-5.154086,7.034381,5.973591
12:48:08.765 PM 13/03/2018,-48.000877,8.983255,9.359243,9.699092,25.785961,-2.820876,1.940850,0.821003,-5.163937,7.034381,5.973591
12:48:09.767 PM 13/03/2018,-48.111897,8.986540,9.349392,9.699092,25.785961,-2.811024,1.944134,0.821003,-5.162295,7.034381,5.970307
12:48:10.768 PM 13/03/2018,-48.216957,8.979972,9.353497,9.699092,25.785961,-2.820876,1.944134,0.817719,-5.162295,7.034381,5.976875
12:48:11.776 PM 13/03/2018,-48.337910,8.979972,9.346107,9.699092,25.785961,-2.811024,1.940850,0.817719,-5.165579,7.036024,5.973591
12:48:12.778 PM 13/03/2018,-48.441204,8.981613,9.353497,9.700734,25.785961,-2.817592,1.940850,0.821003,-5.162295,7.034381,5.976875
12:48:13.789 PM 13/03/2018,-48.543396,8.978330,9.349392,9.700734,25.785961,-2.811024,1.940850,0.817719,-5.165579,7.034381,5.976875
12:48:14.802 PM 13/03/2018,-48.627930,8.981613,9.360886,9.699092,25.785961,-2.807741,1.940850,0.814435,-5.162295,7.037665,5.973591
12:48:15.804 PM 13/03/2018,-48.726593,8.978330,9.352675,9.700734,25.785961,-2.817592,1.944134,0.817719,-5.159011,7.050802,5.973591
12:48:16.806 PM 13/03/2018,-48.815098,8.976687,9.351854,9.700734,25.785961,-2.820876,1.944134,0.821003,-5.172147,7.050802,5.973591
12:48:17.808 PM 13/03/2018,-48.888157,8.983255,9.365811,9.699092,25.785961,-2.811024,1.940850,0.814435,-5.168863,7.050802,5.976875
12:48:18.810 PM 13/03/2018,-48.977547,8.981613,9.354318,9.699092,25.785961,-2.811024,1.944134,0.814435,-5.162295,7.047518,5.976875
12:48:19.812 PM 13/03/2018,-49.044643,8.981613,9.355960,9.700734,25.785961,-2.824160,1.944134,0.817719,-5.175431,7.047518,5.980159
12:48:20.814 PM 13/03/2018,-49.118362,8.979972,9.359243,9.699092,25.785961,-2.817592,1.940850,0.814435,-5.165579,7.047518,5.973591
12:48:21.815 PM 13/03/2018,-49.180824,8.986540,9.351034,9.697450,25.785961,-2.817592,1.937566,0.814435,-5.159011,7.050802,5.976875
12:48:22.816 PM 13/03/2018,-49.256088,8.981613,9.367454,9.700734,25.785961,-2.811024,1.940850,0.814435,-5.175431,7.050802,5.980159
12:48:23.818 PM 13/03/2018,-49.313477,8.983255,9.359243,9.700734,25.785961,-2.824160,1.944134,0.814435,-5.165579,7.050802,5.976875
12:48:24.824 PM 13/03/2018,-49.378365,8.979972,9.355960,9.699092,25.785961,-2.820876,1.940850,0.814435,-5.165579,7.047518,5.976875
12:48:25.832 PM 13/03/2018,-49.437077,8.983255,9.357602,9.699092,25.785961,-2.811024,1.940850,0.811151,-5.165579,7.050802,5.973591
12:48:26.841 PM 13/03/2018,-49.499981,8.979972,9.359243,9.699092,25.785961,-2.811024,1.940850,0.814435,-5.159011,7.050802,5.976875
12:48:27.847 PM 13/03/2018,-49.540150,8.979972,9.349392,9.699092,25.785961,-2.817592,1.944134,0.814435,-5.165579,7.050802,5.976875
12:48:28.854 PM 13/03/2018,-49.588928,8.983255,9.351034,9.699092,25.785961,-2.807741,1.940850,0.814435,-5.168863,7.050802,5.980159
12:48:29.856 PM 13/03/2018,-49.636604,8.983255,9.369096,9.700734,25.785961,-2.817592,1.940850,0.811151,-5.178715,7.047518,5.976875
12:48:30.857 PM 13/03/2018,-49.693989,8.981613,9.355960,9.700734,25.785961,-2.814308,1.944134,0.811151,-5.168863,7.050802,5.980159
12:48:31.864 PM 13/03/2018,-49.734161,8.979972,9.359243,9.699092,25.785961,-2.814308,1.940850,0.807867,-5.165579,7.047518,5.976875
12:48:32.867 PM 13/03/2018,-49.777199,8.979972,9.359243,9.699092,25.785961,-2.817592,1.940850,0.811151,-5.160654,7.050802,5.976875
12:48:33.869 PM 13/03/2018,-49.821564,8.979972,9.355960,9.699092,25.785961,-2.812666,1.944134,0.807867,-5.165579,7.050802,5.976875
12:48:34.876 PM 13/03/2018,-49.851360,8.976687,9.346107,9.699092,25.785961,-2.807741,1.944134,0.811151,-5.172147,7.050802,5.976875
12:48:35.878 PM 13/03/2018,-49.886894,8.984898,9.362528,9.700734,25.785961,-2.817592,1.940850,0.807867,-5.168863,7.047518,5.976875
12:48:36.880 PM 13/03/2018,-49.922432,8.984898,9.362528,9.699092,25.785961,-2.820876,1.944134,0.843991,-5.175431,7.050802,6.029419
12:48:37.892 PM 13/03/2018,-49.960392,8.979972,9.360886,9.700734,25.785961,-2.814308,1.940850,0.858769,-5.160654,7.050802,6.049123
12:48:38.894 PM 13/03/2018,-49.995045,8.980792,9.365811,9.699092,25.785961,-2.814308,1.944134,0.860411,-5.165579,7.057370,6.049123
12:48:39.896 PM 13/03/2018,-50.012043,8.984898,9.357602,9.699092,25.785961,-2.814308,1.944134,0.860411,-5.165579,7.063938,6.045839
12:48:40.898 PM 13/03/2018,-50.053314,8.986540,9.355960,9.699092,25.785961,-2.811024,1.944134,0.860411,-5.168863,7.063938,6.049123
12:48:41.906 PM 13/03/2018,-50.089291,8.984898,9.358422,9.699092,25.785961,-2.824160,1.944134,0.857127,-5.172147,7.060654,6.045839
12:48:42.908 PM 13/03/2018,-50.110703,8.986540,9.355960,9.699092,25.785961,-2.807741,1.944134,0.860411,-5.175431,7.063938,6.049123
12:48:43.916 PM 13/03/2018,-50.133213,8.983255,9.364169,9.699092,25.785961,-2.814308,1.944134,0.860411,-5.168863,7.063938,6.045839
12:48:44.917 PM 13/03/2018,-50.153740,8.984898,9.355960,9.699092,25.785961,-2.817592,1.940850,0.860411,-5.165579,7.063938,6.049123
12:48:45.918 PM 13/03/2018,-50.185745,8.981613,9.355960,9.699092,25.785961,-2.817592,1.944134,0.860411,-5.172147,7.063938,6.045839
12:48:46.920 PM 13/03/2018,-50.202076,8.978330,9.352675,9.699092,25.785961,-2.817592,1.944134,0.860411,-5.175431,7.063938,6.049123
12:48:47.922 PM 13/03/2018,-50.226578,8.979972,9.352675,9.700734,25.785961,-2.824160,1.944134,0.860411,-5.168863,7.063938,6.045839
12:48:48.924 PM 13/03/2018,-50.252399,8.978330,9.355960,9.700734,25.785961,-2.817592,1.942492,0.860411,-5.175431,7.060654,6.045839
12:48:49.927 PM 13/03/2018,-50.272266,8.981613,9.351034,9.699092,25.785961,-2.820876,1.940850,0.860411,-5.172147,7.063938,6.049123
12:48:50.929 PM 13/03/2018,-50.294338,8.981613,9.352675,9.699092,25.785961,-2.817592,1.940850,0.860411,-5.168863,7.063938,6.045839
12:48:51.931 PM 13/03/2018,-50.310009,8.978330,9.346107,9.699092,25.785961,-2.807741,1.940850,0.857127,-5.165579,7.063938,6.042555
12:48:52.938 PM 13/03/2018,-50.320602,8.983255,9.358422,9.699092,25.785961,-2.804457,1.944134,0.857127,-5.168863,7.060654,6.045839
12:48:53.940 PM 13/03/2018,-50.338921,8.978330,9.344466,9.699092,25.785961,-2.824160,1.944134,0.860411,-5.172147,7.063938,6.049123
12:48:54.942 PM 13/03/2018,-50.349518,8.979972,9.351034,9.699092,25.785961,-2.817592,1.940850,0.857127,-5.175431,7.063938,6.045839
12:48:55.944 PM 13/03/2018,-50.380417,8.983255,9.358422,9.699092,25.785961,-2.820876,1.940850,0.860411,-5.168863,7.060654,6.049123
12:48:56.946 PM 13/03/2018,-50.404476,8.983255,9.352675,9.699092,25.785961,-2.814308,1.940850,0.860411,-5.162295,7.063938,6.049123
12:48:57.948 PM 13/03/2018,-50.402046,8.979972,9.362528,9.699092,25.785961,-2.811024,1.940850,0.860411,-5.165579,7.063938,6.049123
12:48:58.950 PM 13/03/2018,-50.417938,8.981613,9.341182,9.699092,25.785961,-2.814308,1.944134,0.857127,-5.172147,7.060654,6.049123
12:48:59.952 PM 13/03/2018,-50.433388,8.981613,9.359243,9.699092,25.785961,-2.817592,1.944134,0.857127,-5.172147,7.063938,6.045839
12:49:00.954 PM 13/03/2018,-50.441998,8.984898,9.367454,9.699092,25.785961,-2.820876,1.940850,0.860411,-5.178715,7.060654,6.049123
12:49:01.956 PM 13/03/2018,-50.463848,8.986540,9.365811,9.699092,25.785961,-2.811024,1.940850,0.857127,-5.168863,7.063938,6.049123
12:49:02.957 PM 13/03/2018,-50.467377,8.978330,9.354318,9.699092,25.785961,-2.814308,1.944134,0.860411,-5.172147,7.060654,6.045839
12:49:03.959 PM 13/03/2018,-50.483269,8.976687,9.359243,9.699092,25.785961,-2.817592,1.944134,0.857127,-5.178715,7.060654,6.045839
12:49:04.961 PM 13/03/2018,-50.494968,8.984898,9.352675,9.699092,25.785961,-2.807741,1.940850,1.451533,-5.172147,7.063938,6.801161
12:49:05.963 PM 13/03/2018,-50.511520,8.979151,9.354318,9.699092,25.785961,-2.819234,1.940850,1.848899,-5.173789,7.060654,7.251070
12:49:06.965 PM 13/03/2018,-50.511520,8.983255,9.342824,9.699092,25.785961,-2.824160,1.940850,1.512287,-5.165579,7.063938,6.825791
12:49:07.967 PM 13/03/2018,-50.519909,8.983255,9.357602,9.699092,25.785961,-2.811024,1.940850,1.346445,-5.165579,7.063938,6.676369
12:49:08.976 PM 13/03/2018,-50.534035,8.984898,9.360886,9.700734,25.785961,-2.811024,1.944134,1.346445,-5.172147,7.060654,6.679653
12:49:09.978 PM 13/03/2018,-50.533371,8.984898,9.342824,9.699092,25.785961,-2.814308,1.944134,1.339877,-5.175431,7.057370,6.679653
12:49:10.980 PM 13/03/2018,-50.552795,8.981613,9.365811,9.699092,25.785961,-2.817592,1.944134,1.339877,-5.175431,7.060654,6.676369
12:49:11.988 PM 13/03/2018,-50.552353,8.979972,9.357602,9.699092,25.785961,-2.824160,1.944134,1.339877,-5.172147,7.060654,6.673085
12:49:12.995 PM 13/03/2018,-50.565819,8.983255,9.352675,9.699092,25.785961,-2.817592,1.944134,1.336593,-5.165579,7.060654,6.676369
12:49:13.997 PM 13/03/2018,-50.568687,8.978330,9.360065,9.699092,25.785961,-2.811024,1.944134,1.338235,-5.165579,7.060654,6.673085
12:49:14.999 PM 13/03/2018,-50.567142,8.978330,9.351034,9.699092,25.785961,-2.824160,1.944134,1.339877,-5.165579,7.060654,6.673085
12:49:16.006 PM 13/03/2018,-50.582371,8.979972,9.354318,9.699092,25.785961,-2.817592,1.944134,1.336593,-5.181999,7.060654,6.673085
12:49:17.008 PM 13/03/2018,-50.583473,8.981613,9.355960,9.700734,25.785961,-2.824160,1.944134,1.339877,-5.168863,7.060654,6.673085
12:49:18.016 PM 13/03/2018,-50.587891,8.983255,9.346107,9.700734,25.785961,-2.817592,1.944134,1.336593,-5.181999,7.060654,6.673085
12:49:19.018 PM 13/03/2018,-50.592083,8.979972,9.357602,9.700734,25.785961,-2.817592,1.944134,1.336593,-5.178715,7.060654,6.673085
12:49:20.029 PM 13/03/2018,-50.606209,8.978330,9.346107,9.699092,25.785961,-2.814308,1.940850,1.339877,-5.162295,7.060654,6.673085
12:49:21.030 PM 13/03/2018,-50.610401,8.980792,9.352675,9.700734,25.785961,-2.817592,1.944134,1.336593,-5.172147,7.060654,6.673085
12:49:22.038 PM 13/03/2018,-50.611286,8.983255,9.355139,9.699092,25.785961,-2.815950,1.944134,1.336593,-5.175431,7.060654,6.673085
12:49:23.046 PM 13/03/2018,-50.612389,8.983255,9.363349,9.699092,25.785961,-2.814308,1.944134,1.336593,-5.168863,7.060654,6.676369
12:49:24.048 PM 13/03/2018,-50.615700,8.978330,9.351034,9.699092,25.785961,-2.817592,1.944134,1.336593,-5.168863,7.060654,6.669801
12:49:25.057 PM 13/03/2018,-50.628059,8.979972,9.360886,9.699092,25.785961,-2.824160,1.940850,1.336593,-5.172147,7.060654,6.669801
12:49:26.058 PM 13/03/2018,-50.625412,8.979972,9.359243,9.699092,25.785961,-2.811024,1.944134,1.336593,-5.175431,7.060654,6.673085
12:49:27.060 PM 13/03/2018,-50.631592,8.982434,9.357602,9.699092,25.785961,-2.824160,1.944134,1.336593,-5.165579,7.060654,6.673085
12:49:28.066 PM 13/03/2018,-50.629162,8.978330,9.342824,9.699092,25.785961,-2.807741,1.940850,1.336593,-5.175431,7.060654,6.671443
12:49:29.073 PM 13/03/2018,-50.624969,8.983255,9.352675,9.699092,25.785961,-2.817592,1.944134,1.336593,-5.172147,7.060654,6.673085
12:49:30.080 PM 13/03/2018,-50.633358,8.986540,9.354318,9.699092,25.785961,-2.811024,1.940850,1.336593,-5.172147,7.060654,6.676369
12:49:31.087 PM 13/03/2018,-50.619892,8.979972,9.354318,9.699092,25.785961,-2.807741,1.940850,1.336593,-5.165579,7.060654,6.673085
12:49:32.094 PM 13/03/2018,-50.628723,8.979972,9.362528,9.699092,25.785961,-2.820876,1.944134,1.336593,-5.175431,7.060654,6.673085
12:49:33.102 PM 13/03/2018,-50.637772,8.981613,9.355960,9.699092,25.785961,-2.814308,1.944134,1.336593,-5.172147,7.060654,6.673085
12:49:34.104 PM 13/03/2018,-50.629826,8.986540,9.360886,9.699092,25.785961,-2.804457,1.944134,1.334951,-5.165579,7.063938,6.676369
